pop,ssp,ploidy,type,family,garden,year,grwvol_m,MAT ,MWMT ,MCMT ,TD ,MAP ,MSP ,AHM ,SHM ,DD0 ,DD5 ,DDL18 ,DDG18 ,NFFD ,bFFP ,eFFP ,FFP ,PAS ,EMT ,EXT ,MAR ,Eref ,CMD ,RH ,PPT_wt ,PPT_sp ,PPT_sm ,PPT_at ,DD0_wt ,DD5_sm 
UTT-2,tridentata,2x,t2x,UTT-2-10,Majors,y12,0.493920492,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
COT-1,tridentata,2x,t2x,COT-1-3,Orchard,y12,0.493832282,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
UTT-2,tridentata,2x,t2x,UTT-2-9,Ephraim,y11,0.493327637,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
WAT-1,tridentata,2x,t2x,WAT-1-2,Orchard,y11,0.492492334,11,22.8,-0.5,23.3,278,71,75.7,322.5,186,2681,2932,415,257,115,292,177,22,-24.4,41,14.3,959,763,59,100,72,35,71,159,1499
NVT-1,tridentata,2x,t2x,NVT-1-2,Orchard,y11,0.491216671,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
UTT-1,tridentata,2x,t2x,UTT-1-4,Majors,y12,0.489077979,6.9,19,-4.1,23.2,318,151,53.1,125.7,479,1755,4158,120,157,161,259,97,63,-37.7,37.1,18,980,729,46,67,74,98,78,375,1138
IDT-1,tridentata,2x,t2x,IDT-1-8,Orchard,y12,0.488291589,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
NVT-2,tridentata,2x,t2x,NVT-2-3,Orchard,y11,0.485447622,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
COT-1,tridentata,2x,t2x,COT-1-3,Majors,y12,0.484956389,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
MTW-2,wyomingensis,4x,w4x,MTW-2-8,Ephraim,y11,0.484015135,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
UTT-1,tridentata,2x,t2x,UTT-1-9,Ephraim,y11,0.483938248,6.9,19,-4.1,23.2,318,151,53.1,125.7,479,1755,4158,120,157,161,259,97,63,-37.7,37.1,18,980,729,46,67,74,98,78,375,1138
UTT-2,tridentata,2x,t2x,UTT-2-2,Orchard,y12,0.481569963,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
MTT-1,tridentata,2x,t2x,MTT-1-8,Ephraim,y11,0.480176905,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
UTT-2,tridentata,2x,t2x,UTT-2-7,Orchard,y12,0.477540317,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
CAT-1,tridentata,2x,t2x,CAT-1-5,Orchard,y11,0.477364076,10,22,-0.7,22.7,221,64,90.3,342.4,223,2394,3224,305,202,140,271,131,23,-30.7,41.6,16.5,1112,948,48,81,51,33,56,183,1400
ORW-3,tridentata,2x,t2x,ORW-3-3,Orchard,y12,0.476634898,7.8,18.2,-1.5,19.7,286,97,62.3,187.8,278,1763,3781,101,172,161,253,92,37,-30.5,39.1,15,954,747,49,86,71,57,72,215,1081
ORT-3,tridentata,2x,t2x,ORT-3-8,Ephraim,y12,0.474494387,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
COW-1,wyomingensis,4x,w4x,COW-1-5,Ephraim,y11,0.471870442,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
WAT-2,wyomingensis,4x,t4x,WAT-2-4,Majors,y12,0.469000333,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
NMT-2,wyomingensis,4x,t4x,NMT-2-2,Majors,y12,0.468632557,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
UTW-2,wyomingensis,4x,w4x,UTW-2-9,Majors,y12,0.468414043,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
UTW-1,wyomingensis,4x,w4x,UTW-1-7,Majors,y12,0.467685775,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
WYW-1,wyomingensis,4x,w4x,WYW-1-2,Majors,y12,0.463888828,2.1,16.2,-12.2,28.4,224,137,53.9,118.4,1355,1193,5800,34,105,184,230,46,66,-47.6,36.7,16.1,786,616,39,30,59,80,55,980,869
UTV-2,wyomingensis,4x,w4x,UTV-2-8,Orchard,y11,0.463576198,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
IDW-3,wyomingensis,4x,w4x,IDW-3-3,Majors,y12,0.463267298,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-8,Ephraim,y11,0.462825584,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
UTW-2,wyomingensis,4x,w4x,UTW-2-1,Ephraim,y11,0.460962447,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
COT-1,tridentata,2x,t2x,COT-1-6,Orchard,y11,0.460792927,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
ORW-3,tridentata,2x,t2x,ORW-3-1,Ephraim,y11,0.459524842,7.8,18.2,-1.5,19.7,286,97,62.3,187.8,278,1763,3781,101,172,161,253,92,37,-30.5,39.1,15,954,747,49,86,71,57,72,215,1081
COT-1,tridentata,2x,t2x,COT-1-1,Majors,y11,0.459479957,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
WAT-1,tridentata,2x,t2x,WAT-1-5,Orchard,y11,0.459150552,11,22.8,-0.5,23.3,278,71,75.7,322.5,186,2681,2932,415,257,115,292,177,22,-24.4,41,14.3,959,763,59,100,72,35,71,159,1499
UTV-2,wyomingensis,4x,w4x,UTV-2-3,Ephraim,y12,0.458860934,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
IDW-1,wyomingensis,4x,w4x,IDW-1-8,Ephraim,y12,0.457791059,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
WAW-1,wyomingensis,4x,t4x,WAW-1-1,Ephraim,y11,0.456776677,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
MTW-2,wyomingensis,4x,w4x,MTW-2-9,Majors,y12,0.455963344,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
WYW-2,wyomingensis,4x,w4x,WYW-2-2,Majors,y12,0.454928231,1.9,15.9,-12.2,28.1,203,117,58.9,135.8,1363,1152,5854,30,100,186,226,41,66,-47.6,36.7,16.2,783,636,39,32,51,69,50,975,847
MTW-3,wyomingensis,4x,w4x,MTW-3-9,Majors,y12,0.452500578,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
UTT-3,tridentata,2x,t2x,UTT-3-4,Orchard,y11,0.450248234,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
MTW-3,wyomingensis,4x,w4x,MTW-3-8,Ephraim,y11,0.448829513,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
UTT-2,tridentata,2x,t2x,UTT-2-3,Orchard,y12,0.447391403,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
COW-1,wyomingensis,4x,w4x,COW-1-4,Ephraim,y12,0.446976745,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
MTW-3,wyomingensis,4x,w4x,MTW-3-8,Ephraim,y12,0.44654008,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
ORW-2,tridentata,2x,t2x,ORW-2-6,Orchard,y11,0.44572816,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
IDW-1,wyomingensis,4x,w4x,IDW-1-7,Ephraim,y11,0.445581724,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
MTW-3,wyomingensis,4x,w4x,MTW-3-8,Majors,y12,0.444744742,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
ORT-2,tridentata,2x,t2x,ORT-2-1,Orchard,y12,0.444563187,11.6,23,0.5,22.5,244,61,88.4,380.2,150,2792,2767,442,259,112,289,177,15,-23.7,40.9,14.6,1018,824,58,91,58,30,65,128,1527
NVW-1,tridentata,2x,t2x,NVW-1-10,Majors,y11,0.44301589,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
MTW-1,wyomingensis,4x,w4x,MTW-1-7,Ephraim,y11,0.442322565,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
UTT-3,tridentata,2x,t2x,UTT-3-2,Orchard,y12,0.441862267,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
IDW-1,wyomingensis,4x,w4x,IDW-1-10,Majors,y12,0.441851875,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
AZW-1,wyomingensis,4x,t4x,AZW-1-5,Ephraim,y12,0.440876854,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
MTW-2,wyomingensis,4x,w4x,MTW-2-1,Ephraim,y11,0.439389329,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
NMT-2,wyomingensis,4x,t4x,NMT-2-10,Ephraim,y11,0.438373369,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
IDW-3,wyomingensis,4x,w4x,IDW-3-5,Ephraim,y11,0.437629549,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
AZT-1,wyomingensis,4x,t4x,AZT-1-4,Orchard,y11,0.43702101,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
NMT-1,wyomingensis,4x,t4x,NMT-1-1,Orchard,y12,0.436657067,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
ORT-1,tridentata,2x,t2x,ORT-1-9,Orchard,y12,0.435615931,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
IDT-2,tridentata,2x,t2x,IDT-2-5,Orchard,y12,0.435360352,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
CAT-2,tridentata,2x,t2x,CAT-2-3,Majors,y11,0.435266204,8.5,19.8,-1,20.8,289,67,64.2,294.7,267,1992,3605,164,174,152,262,110,46,-33.3,39.2,19.4,1090,887,45,124,65,39,60,206,1214
NVT-1,tridentata,2x,t2x,NVT-1-5,Orchard,y12,0.434699914,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
UTT-3,tridentata,2x,t2x,UTT-3-9,Orchard,y11,0.43469673,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
AZW-1,wyomingensis,4x,t4x,AZW-1-6,Ephraim,y11,0.432383541,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
COT-1,tridentata,2x,t2x,COT-1-3,Orchard,y11,0.428472301,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COT-1,tridentata,2x,t2x,COT-1-1,Orchard,y11,0.428061665,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
UTV-2,wyomingensis,4x,w4x,UTV-2-3,Ephraim,y11,0.427724824,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
WAT-2,wyomingensis,4x,t4x,WAT-2-10,Orchard,y12,0.426915455,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
NVT-2,tridentata,2x,t2x,NVT-2-9,Ephraim,y11,0.426514421,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
AZW-1,wyomingensis,4x,t4x,AZW-1-7,Orchard,y11,0.42621696,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
MTT-1,tridentata,2x,t2x,MTT-1-7,Orchard,y12,0.425604804,7.7,21.6,-5.7,27.2,358,200,49.5,107.8,540,2173,3989,267,188,132,269,137,48,-36.6,39.4,14.7,880,568,52,47,135,94,82,444,1351
UTT-1,tridentata,2x,t2x,UTT-1-3,Orchard,y12,0.424500576,6.9,19,-4.1,23.2,318,151,53.1,125.7,479,1755,4158,120,157,161,259,97,63,-37.7,37.1,18,980,729,46,67,74,98,78,375,1138
UTV-2,wyomingensis,4x,w4x,UTV-2-6,Majors,y12,0.424009556,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
MTW-1,wyomingensis,4x,w4x,MTW-1-4,Majors,y12,0.423650614,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
NMT-1,wyomingensis,4x,t4x,NMT-1-4,Ephraim,y11,0.422398945,8.2,20.6,-3.7,24.3,293,166,62,124.1,408,2089,3779,213,170,152,270,118,33,-37.5,37.7,18.8,1078,831,44,46,53,115,79,337,1290
MTW-3,wyomingensis,4x,w4x,MTW-3-4,Ephraim,y12,0.422313194,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
CAT-1,tridentata,2x,t2x,CAT-1-4,Orchard,y11,0.419765461,10,22,-0.7,22.7,221,64,90.3,342.4,223,2394,3224,305,202,140,271,131,23,-30.7,41.6,16.5,1112,948,48,81,51,33,56,183,1400
WAT-2,wyomingensis,4x,t4x,WAT-2-8,Ephraim,y12,0.418851707,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
WAT-1,tridentata,2x,t2x,WAT-1-2,Orchard,y12,0.416870563,11,22.8,-0.5,23.3,278,71,75.7,322.5,186,2681,2932,415,257,115,292,177,22,-24.4,41,14.3,959,763,59,100,72,35,71,159,1499
ORW-2,tridentata,2x,t2x,ORW-2-1,Ephraim,y11,0.415336742,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
AZT-1,wyomingensis,4x,t4x,AZT-1-5,Orchard,y11,0.415205552,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
UTW-2,wyomingensis,4x,w4x,UTW-2-1,Majors,y12,0.41407508,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
NVT-2,tridentata,2x,t2x,NVT-2-10,Orchard,y12,0.412507238,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
WAT-1,tridentata,2x,t2x,WAT-1-7,Orchard,y12,0.412447988,11,22.8,-0.5,23.3,278,71,75.7,322.5,186,2681,2932,415,257,115,292,177,22,-24.4,41,14.3,959,763,59,100,72,35,71,159,1499
NVT-1,tridentata,2x,t2x,NVT-1-9,Orchard,y12,0.412418318,8.9,21.3,-1.8,23.1,265,108,71.1,197.9,289,2138,3558,243,171,150,259,109,29,-34.5,40.6,17.3,1111,888,44,68,82,59,57,233,1320
WAT-1,tridentata,2x,t2x,WAT-1-8,Orchard,y11,0.41134745,11,22.8,-0.5,23.3,278,71,75.7,322.5,186,2681,2932,415,257,115,292,177,22,-24.4,41,14.3,959,763,59,100,72,35,71,159,1499
MTW-3,wyomingensis,4x,w4x,MTW-3-10,Majors,y12,0.410829678,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
UTV-2,wyomingensis,4x,w4x,UTV-2-4,Majors,y12,0.4103395,6.8,19,-4.2,23.1,323,152,52.1,124.5,484,1744,4174,117,157,162,259,97,65,-37.7,37,18,976,722,46,69,76,99,79,378,1132
ORT-3,tridentata,2x,t2x,ORT-3-4,Ephraim,y11,0.410158077,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
UTW-2,wyomingensis,4x,w4x,UTW-2-10,Majors,y12,0.408783875,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
WAT-2,wyomingensis,4x,t4x,WAT-2-1,Orchard,y12,0.406086388,10.7,22.5,-1.4,24,194,53,106.4,428.3,231,2637,3059,404,244,116,287,172,22,-26.6,40.9,14.5,938,803,59,72,46,28,48,199,1492
UTT-2,tridentata,2x,t2x,UTT-2-5,Orchard,y12,0.40490055,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
IDT-1,tridentata,2x,t2x,IDT-1-3,Orchard,y11,0.404482149,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
ORT-1,tridentata,2x,t2x,ORT-1-7,Orchard,y11,0.40396766,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
IDT-1,tridentata,2x,t2x,IDT-1-5,Orchard,y11,0.402707595,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
COW-2,wyomingensis,4x,w4x,COW-2-1,Ephraim,y12,0.402445146,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
AZT-1,wyomingensis,4x,t4x,AZT-1-9,Majors,y12,0.40071225,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
ORT-3,tridentata,2x,t2x,ORT-3-5,Orchard,y12,0.399080285,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
NVT-2,tridentata,2x,t2x,NVT-2-7,Majors,y11,0.398339975,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
COW-2,wyomingensis,4x,w4x,COW-2-10,Majors,y12,0.397471894,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
UTW-1,wyomingensis,4x,w4x,UTW-1-7,Ephraim,y11,0.397428536,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
WAW-1,wyomingensis,4x,t4x,WAW-1-6,Orchard,y12,0.397333207,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
ORT-1,tridentata,2x,t2x,ORT-1-6,Orchard,y12,0.396260286,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
IDW-3,wyomingensis,4x,w4x,IDW-3-2,Majors,y12,0.395365813,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
UTT-3,tridentata,2x,t2x,UTT-3-2,Orchard,y11,0.394839361,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
MTW-3,wyomingensis,4x,w4x,MTW-3-6,Majors,y12,0.394557011,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
UTW-2,wyomingensis,4x,w4x,UTW-2-10,Ephraim,y11,0.39421101,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
NVT-2,tridentata,2x,t2x,NVT-2-2,Orchard,y12,0.391917669,8.9,21.6,-2.3,24,239,101,79.1,215,328,2222,3584,277,188,144,272,128,29,-34.1,39.9,18,1069,864,48,54,65,56,64,266,1366
IDT-1,tridentata,2x,t2x,IDT-1-8,Ephraim,y11,0.39084299,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
WAT-1,tridentata,2x,t2x,WAT-1-10,Orchard,y12,0.390580073,11,22.8,-0.5,23.3,278,71,75.7,322.5,186,2681,2932,415,257,115,292,177,22,-24.4,41,14.3,959,763,59,100,72,35,71,159,1499
MTW-1,wyomingensis,4x,w4x,MTW-1-2,Ephraim,y12,0.389540053,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
CAT-1,tridentata,2x,t2x,CAT-1-4,Orchard,y12,0.388534494,10,22,-0.7,22.7,221,64,90.3,342.4,223,2394,3224,305,202,140,271,131,23,-30.7,41.6,16.5,1112,948,48,81,51,33,56,183,1400
ORT-1,tridentata,2x,t2x,ORT-1-6,Orchard,y11,0.388178644,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
UTT-1,tridentata,2x,t2x,UTT-1-6,Orchard,y11,0.388156322,6.9,19,-4.1,23.2,318,151,53.1,125.7,479,1755,4158,120,157,161,259,97,63,-37.7,37.1,18,980,729,46,67,74,98,78,375,1138
MTW-2,wyomingensis,4x,w4x,MTW-2-1,Ephraim,y12,0.386350362,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
IDW-2,wyomingensis,4x,w4x,IDW-2-5,Majors,y12,0.386181925,9.7,22.6,-2.4,25,303,70,65,321.6,289,2405,3373,354,214,133,275,142,46,-29.4,41.4,15.8,1014,810,54,114,90,31,67,245,1449
ORW-2,tridentata,2x,t2x,ORW-2-2,Ephraim,y12,0.386031324,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
