pop,ssp,ploidy,type,family,garden,year,grwvol_m,MAT ,MWMT ,MCMT ,TD ,MAP ,MSP ,AHM ,SHM ,DD0 ,DD5 ,DDL18 ,DDG18 ,NFFD ,bFFP ,eFFP ,FFP ,PAS ,EMT ,EXT ,MAR ,Eref ,CMD ,RH ,PPT_wt ,PPT_sp ,PPT_sm ,PPT_at ,DD0_wt ,DD5_sm 
AZT-1,wyomingensis,4x,t4x,AZT-1-10,Ephraim,y12,na,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
AZW-1,wyomingensis,4x,t4x,AZW-1-9,Ephraim,y11,na,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
AZW-1,wyomingensis,4x,t4x,AZW-1-9,Ephraim,y12,na,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
CAT-1,tridentata,2x,t2x,CAT-1-4,Ephraim,y12,na,10,22,-0.7,22.7,221,64,90.3,342.4,223,2394,3224,305,202,140,271,131,23,-30.7,41.6,16.5,1112,948,48,81,51,33,56,183,1400
CAT-1,tridentata,2x,t2x,CAT-1-5,Ephraim,y12,na,10,22,-0.7,22.7,221,64,90.3,342.4,223,2394,3224,305,202,140,271,131,23,-30.7,41.6,16.5,1112,948,48,81,51,33,56,183,1400
CAT-2,tridentata,2x,t2x,CAT-2-2,Ephraim,y12,na,8.5,19.8,-1,20.8,289,67,64.2,294.7,267,1992,3605,164,174,152,262,110,46,-33.3,39.2,19.4,1090,887,45,124,65,39,60,206,1214
CAT-2,tridentata,2x,t2x,CAT-2-6,Ephraim,y12,na,8.5,19.8,-1,20.8,289,67,64.2,294.7,267,1992,3605,164,174,152,262,110,46,-33.3,39.2,19.4,1090,887,45,124,65,39,60,206,1214
CAT-2,tridentata,2x,t2x,CAT-2-9,Ephraim,y12,na,8.5,19.8,-1,20.8,289,67,64.2,294.7,267,1992,3605,164,174,152,262,110,46,-33.3,39.2,19.4,1090,887,45,124,65,39,60,206,1214
COW-1,wyomingensis,4x,w4x,COW-1-10,Ephraim,y11,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COW-1,wyomingensis,4x,w4x,COW-1-2,Ephraim,y11,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COW-1,wyomingensis,4x,w4x,COW-1-10,Ephraim,y12,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COW-1,wyomingensis,4x,w4x,COW-1-2,Ephraim,y12,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COW-1,wyomingensis,4x,w4x,COW-1-3,Ephraim,y12,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COW-1,wyomingensis,4x,w4x,COW-1-8,Ephraim,y12,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COW-2,wyomingensis,4x,w4x,COW-2-10,Ephraim,y11,na,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
COW-2,wyomingensis,4x,w4x,COW-2-10,Ephraim,y12,na,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
COW-2,wyomingensis,4x,w4x,COW-2-3,Ephraim,y12,na,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
COW-2,wyomingensis,4x,w4x,COW-2-4,Ephraim,y12,na,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
IDT-1,tridentata,2x,t2x,IDT-1-5,Ephraim,y11,na,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
IDT-1,tridentata,2x,t2x,IDT-1-10,Ephraim,y12,na,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
IDT-1,tridentata,2x,t2x,IDT-1-2,Ephraim,y12,na,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
IDT-1,tridentata,2x,t2x,IDT-1-5,Ephraim,y12,na,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
IDT-1,tridentata,2x,t2x,IDT-1-8,Ephraim,y12,na,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
IDT-2,tridentata,2x,t2x,IDT-2-6,Ephraim,y11,na,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
IDT-2,tridentata,2x,t2x,IDT-2-1,Ephraim,y12,na,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
IDT-2,tridentata,2x,t2x,IDT-2-6,Ephraim,y12,na,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
IDT-2,tridentata,2x,t2x,IDT-2-7,Ephraim,y12,na,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
IDT-2,tridentata,2x,t2x,IDT-2-8,Ephraim,y12,na,9.9,22.8,-2.3,25.1,279,68,71.1,334,276,2452,3316,371,217,132,277,145,39,-29.1,41.6,15.7,1022,824,54,102,86,30,62,235,1468
IDT-3,tridentata,2x,t2x,IDT-3-8,Ephraim,y11,na,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
IDT-3,tridentata,2x,t2x,IDT-3-9,Ephraim,y11,na,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
IDT-3,tridentata,2x,t2x,IDT-3-8,Ephraim,y12,na,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
IDT-3,tridentata,2x,t2x,IDT-3-9,Ephraim,y12,na,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
IDW-1,wyomingensis,4x,w4x,IDW-1-10,Ephraim,y12,na,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
IDW-1,wyomingensis,4x,w4x,IDW-1-7,Ephraim,y12,na,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
IDW-2,wyomingensis,4x,w4x,IDW-2-2,Ephraim,y12,na,9.7,22.6,-2.4,25,303,70,65,321.6,289,2405,3373,354,214,133,275,142,46,-29.4,41.4,15.8,1014,810,54,114,90,31,67,245,1449
IDW-2,wyomingensis,4x,w4x,IDW-2-6,Ephraim,y12,na,9.7,22.6,-2.4,25,303,70,65,321.6,289,2405,3373,354,214,133,275,142,46,-29.4,41.4,15.8,1014,810,54,114,90,31,67,245,1449
IDW-3,wyomingensis,4x,w4x,IDW-3-1,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-10,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-2,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-3,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-4,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-5,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-8,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-9,Ephraim,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
MTW-1,wyomingensis,4x,w4x,MTW-1-4,Ephraim,y12,na,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW-3,wyomingensis,4x,w4x,MTW-3-10,Ephraim,y12,na,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
MTW-3,wyomingensis,4x,w4x,MTW-3-5,Ephraim,y12,na,7.7,21.5,-5.1,26.6,462,259,38.4,83.2,505,2137,3984,260,202,125,277,152,58,-33.2,38.2,15,804,401,60,56,186,116,104,406,1339
NMT-2,wyomingensis,4x,t4x,NMT-2-8,Ephraim,y11,na,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT-2,wyomingensis,4x,t4x,NMT-2-5,Ephraim,y12,na,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NMT-2,wyomingensis,4x,t4x,NMT-2-9,Ephraim,y12,na,9.7,22.1,-2.4,24.5,255,146,77.1,150.7,308,2440,3362,330,187,140,276,136,17,-35.4,39.1,18.9,1195,962,44,33,46,103,73,260,1435
NVW-1,tridentata,2x,t2x,NVW-1-5,Ephraim,y12,na,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
NVW-1,tridentata,2x,t2x,NVW-1-6,Ephraim,y12,na,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
NVW-1,tridentata,2x,t2x,NVW-1-8,Ephraim,y12,na,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
NVW-1,tridentata,2x,t2x,NVW-1-9,Ephraim,y12,na,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
ORT-1,tridentata,2x,t2x,ORT-1-3,Ephraim,y12,na,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
ORT-1,tridentata,2x,t2x,ORT-1-4,Ephraim,y12,na,8.2,20.5,-2.9,23.4,342,109,53,187.8,347,1990,3776,206,177,151,260,109,57,-32.6,40,16.4,987,730,49,103,98,57,84,278,1262
ORT-2,tridentata,2x,t2x,ORT-2-7,Ephraim,y11,na,11.6,23,0.5,22.5,244,61,88.4,380.2,150,2792,2767,442,259,112,289,177,15,-23.7,40.9,14.6,1018,824,58,91,58,30,65,128,1527
ORT-2,tridentata,2x,t2x,ORT-2-1,Ephraim,y12,na,11.6,23,0.5,22.5,244,61,88.4,380.2,150,2792,2767,442,259,112,289,177,15,-23.7,40.9,14.6,1018,824,58,91,58,30,65,128,1527
ORT-2,tridentata,2x,t2x,ORT-2-4,Ephraim,y12,na,11.6,23,0.5,22.5,244,61,88.4,380.2,150,2792,2767,442,259,112,289,177,15,-23.7,40.9,14.6,1018,824,58,91,58,30,65,128,1527
ORT-2,tridentata,2x,t2x,ORT-2-7,Ephraim,y12,na,11.6,23,0.5,22.5,244,61,88.4,380.2,150,2792,2767,442,259,112,289,177,15,-23.7,40.9,14.6,1018,824,58,91,58,30,65,128,1527
ORW-1,wyomingensis,4x,w4x,ORW-1-4,Ephraim,y12,na,7.7,20.1,-3.7,23.9,295,86,60.2,233.3,411,1938,3905,185,171,153,255,102,69,-33.7,40.3,16.1,956,779,49,105,74,47,69,334,1231
ORW-2,tridentata,2x,t2x,ORW-2-10,Ephraim,y12,na,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORW-2,tridentata,2x,t2x,ORW-2-6,Ephraim,y12,na,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORW-2,tridentata,2x,t2x,ORW-2-7,Ephraim,y12,na,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORW-2,tridentata,2x,t2x,ORW-2-8,Ephraim,y12,na,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORW-2,tridentata,2x,t2x,ORW-2-9,Ephraim,y12,na,7,18.5,-2.3,20.8,306,109,55.6,170.2,366,1654,4091,106,175,161,263,102,56,-31.1,38,16.2,860,642,54,78,92,57,79,268,1082
ORW-3,tridentata,2x,t2x,ORW-3-2,Ephraim,y12,na,7.8,18.2,-1.5,19.7,286,97,62.3,187.8,278,1763,3781,101,172,161,253,92,37,-30.5,39.1,15,954,747,49,86,71,57,72,215,1081
UTT-2,tridentata,2x,t2x,UTT-2-8,Ephraim,y11,na,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
UTT-2,tridentata,2x,t2x,UTT-2-4,Ephraim,y12,na,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
UTT-2,tridentata,2x,t2x,UTT-2-8,Ephraim,y12,na,9.5,23.2,-4.1,27.3,307,141,63.5,164.4,380,2501,3472,393,207,127,281,154,33,-33.9,39.5,17,1033,777,53,52,70,87,99,327,1503
UTT-3,tridentata,2x,t2x,UTT-3-4,Ephraim,y11,na,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
UTT-3,tridentata,2x,t2x,UTT-3-1,Ephraim,y12,na,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
UTT-3,tridentata,2x,t2x,UTT-3-4,Ephraim,y12,na,11.1,23.7,-0.5,24.1,300,112,70.3,212.1,198,2731,2972,452,210,133,282,149,21,-31.5,40.6,18,1240,972,47,83,71,73,73,169,1554
UTW-1,wyomingensis,4x,w4x,UTW-1-2,Ephraim,y12,na,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
UTW-1,wyomingensis,4x,w4x,UTW-1-4,Ephraim,y12,na,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
UTW-2,wyomingensis,4x,w4x,UTW-2-1,Ephraim,y12,na,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
UTW-2,wyomingensis,4x,w4x,UTW-2-2,Ephraim,y12,na,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
UTW-2,wyomingensis,4x,w4x,UTW-2-3,Ephraim,y12,na,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
UTW-2,wyomingensis,4x,w4x,UTW-2-4,Ephraim,y12,na,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
UTW-2,wyomingensis,4x,w4x,UTW-2-5,Ephraim,y12,na,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
UTW-2,wyomingensis,4x,w4x,UTW-2-9,Ephraim,y12,na,8.5,22.4,-4.5,26.9,263,127,70.1,176.6,440,2227,3771,313,193,136,270,134,37,-34,40.2,15.9,975,760,52,48,85,70,60,371,1402
WAW-1,wyomingensis,4x,t4x,WAW-1-2,Ephraim,y11,na,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
WAW-1,wyomingensis,4x,t4x,WAW-1-4,Ephraim,y11,na,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
WAW-1,wyomingensis,4x,t4x,WAW-3-10,Ephraim,y12,na,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
WAW-1,wyomingensis,4x,t4x,WAW-3-2,Ephraim,y12,na,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
WAW-1,wyomingensis,4x,t4x,WAW-3-4,Ephraim,y12,na,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
WAW-1,wyomingensis,4x,t4x,WAW-3-9,Ephraim,y12,na,10.9,22.6,-1.1,23.7,197,50,105.9,447.4,214,2676,2997,414,246,116,289,173,21,-26.2,40.9,15.1,951,818,58,76,45,26,49,185,1500
AZW-1,wyomingensis,4x,t4x,AZW-1-4,Majors,y11,na,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
AZW-1,wyomingensis,4x,t4x,AZW-1-4,Majors,y12,na,9.9,21.2,-0.6,21.8,291,146,68.4,145.5,222,2367,3227,282,191,148,279,131,19,-32.7,39,18.4,1208,938,45,64,48,103,76,182,1367
COW-1,wyomingensis,4x,w4x,COW-1-4,Majors,y12,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
IDT-1,tridentata,2x,t2x,IDT-1-9,Majors,y12,na,9.9,23.1,-2.4,25.5,265,68,75.4,341.2,285,2492,3310,390,215,129,275,146,38,-29.5,41.5,15.9,1037,851,53,94,71,30,70,243,1488
IDT-3,tridentata,2x,t2x,IDT-3-4,Majors,y11,na,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
IDT-3,tridentata,2x,t2x,IDT-3-4,Majors,y12,na,8.1,20.3,-2.5,22.8,377,118,48,172.3,344,1965,3793,199,185,150,266,116,61,-31.1,39.3,16.1,924,669,52,105,114,65,93,273,1247
IDW-1,wyomingensis,4x,w4x,IDW-1-1,Majors,y11,na,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
IDW-1,wyomingensis,4x,w4x,IDW-1-2,Majors,y11,na,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
IDW-1,wyomingensis,4x,w4x,IDW-1-1,Majors,y12,na,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
IDW-1,wyomingensis,4x,w4x,IDW-1-2,Majors,y12,na,9.9,23.1,-2.4,25.5,269,68,73.9,337.6,289,2481,3326,387,214,129,275,146,40,-29.6,41.5,16,1035,847,53,96,72,30,71,246,1484
MTW-2,wyomingensis,4x,w4x,MTW-2-1,Majors,y11,na,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
MTW-2,wyomingensis,4x,w4x,MTW-2-1,Majors,y12,na,7.6,23.6,-8.6,32.2,340,223,51.8,105.9,773,2414,4170,409,186,129,269,140,46,-39.5,41.9,13.9,906,602,50,36,101,136,67,650,1526
NVW-1,tridentata,2x,t2x,NVW-1-6,Majors,y11,na,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
NVW-1,tridentata,2x,t2x,NVW-1-6,Majors,y12,na,9.3,22,-1.8,23.8,302,92,63.9,240,272,2273,3446,305,195,144,269,125,35,-31.3,40.9,16.7,1051,810,50,83,95,49,76,220,1388
ORT-2,tridentata,2x,t2x,ORT-2-3,Majors,y11,na,11.6,23,0.5,22.5,244,61,88.4,380.2,150,2792,2767,442,259,112,289,177,15,-23.7,40.9,14.6,1018,824,58,91,58,30,65,128,1527
ORT-2,tridentata,2x,t2x,ORT-2-3,Majors,y12,na,11.6,23,0.5,22.5,244,61,88.4,380.2,150,2792,2767,442,259,112,289,177,15,-23.7,40.9,14.6,1018,824,58,91,58,30,65,128,1527
ORT-3,tridentata,2x,t2x,ORT-3-6,Majors,y11,na,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
ORT-3,tridentata,2x,t2x,ORT-3-6,Majors,y12,na,6.6,18,-2.6,20.6,321,115,51.9,156.4,393,1568,4213,88,172,163,262,99,66,-31.2,37.5,16.1,837,607,55,78,99,60,83,283,1038
UTW-1,wyomingensis,4x,w4x,UTW-1-10,Majors,y11,na,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
UTW-1,wyomingensis,4x,w4x,UTW-1-10,Majors,y12,na,9.9,23.7,-3.9,27.6,306,138,64.9,170.9,366,2594,3394,434,213,123,282,160,31,-33.4,39.7,17.2,1033,779,54,51,72,85,97,317,1548
AZT-1,wyomingensis,4x,t4x,AZT-1-9,Orchard,y11,na,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
AZT-1,wyomingensis,4x,t4x,AZT-1-9,Orchard,y12,na,9.9,21.8,-1,22.8,340,137,58.4,159.6,239,2393,3259,304,198,142,280,138,30,-32,38.4,18.2,1150,870,48,90,75,95,80,196,1398
COT-1,tridentata,2x,t2x,COT-1-4,Orchard,y11,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COT-1,tridentata,2x,t2x,COT-1-4,Orchard,y12,na,8.5,21.7,-4.7,26.4,346,147,53.4,147.6,454,2313,3740,279,191,135,273,138,59,-35.6,39,18,1016,747,50,77,93,80,96,383,1375
COW-2,wyomingensis,4x,w4x,COW-2-5,Orchard,y11,na,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
COW-2,wyomingensis,4x,w4x,COW-2-5,Orchard,y12,na,7.5,21.7,-6.6,28.3,297,134,59,161.8,616,2190,4070,266,177,140,266,125,56,-38.6,39.5,17,1003,757,47,50,85,72,89,518,1363
IDW-3,wyomingensis,4x,w4x,IDW-3-9,Orchard,y11,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
IDW-3,wyomingensis,4x,w4x,IDW-3-9,Orchard,y12,na,10.2,22.6,-1.7,24.2,271,82,74.4,274.1,243,2497,3192,364,226,125,278,152,28,-27.8,40.8,15.7,1012,808,55,84,79,43,65,208,1455
MTW-1,wyomingensis,4x,w4x,MTW-1-1,Orchard,y11,na,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
MTW-1,wyomingensis,4x,w4x,MTW-1-1,Orchard,y12,na,7.1,22.4,-7.9,30.2,365,232,46.8,96.7,749,2209,4269,316,177,135,265,129,51,-39.9,41.8,14.3,850,540,49,38,118,134,76,615,1419
